,datetime,tweet_Id,text,Username
717,2022-03-23 20:04:32+00:00,1506723592683372544,Don’t cry babe #HorribleBosses,itsmssabz
718,2022-03-23 20:04:17+00:00,1506723530888695816,#HorribleBosses The Nollywood Industry https://t.co/zauIehbO40,Casey_Ed
719,2022-03-23 20:04:03+00:00,1506723469723148289,@Onyi_Kay @JemimaOsunde you clearly don't know what's going on so shhhhh!! She's on a space #horribleBosses,iamlexiz
720,2022-03-23 20:03:58+00:00,1506723448285974528,Please don’t cry  #HorribleBosses,Rashiid9
721,2022-03-23 20:03:44+00:00,1506723390282944519,Shit!!! She just said what I asked yesterday. #HorribleBosses,itsmssabz
722,2022-03-23 20:03:38+00:00,1506723364039241732,"@woman_of_honour @OgbeniDipo How did you get to the conclusion that this particular individual is unproductive?
Or are you one the #HorribleBosses",Menxoxa
723,2022-03-23 20:03:04+00:00,1506723222305349634,Dressing is never an excuse for sexual harassment #HorribleBosses,Rashiid9
724,2022-03-23 20:02:16+00:00,1506723020311871495,Only if Nollywood will respect and honor the letters written in the contracts..#HorribleBosses,olubunmze
725,2022-03-23 20:01:48+00:00,1506722903500468241,If you don’t want to mention names please don’t come and speak #HorribleBosses Bollywood edition,Rashiid9
726,2022-03-23 20:01:19+00:00,1506722780225671175,"@Abisola_kongat
#HorribleBosses #Nollywood

https://t.co/2XXowbOLU5",theDamiDami
727,2022-03-23 20:01:18+00:00,1506722777579073537,We should also have #HorribleColleagues trending alongside #HorribleBosses as well. Some colleagues are the devil's incarnate,successfulaboki
728,2022-03-23 20:01:13+00:00,1506722758633439234,We go again 🚶🏿‍♀️ #HorribleBosses #Nollywood https://t.co/fgDQ54EH66,girl_producer
729,2022-03-23 20:01:00+00:00,1506722700701708311,@Abisola_kongat It's this #HorribleBosses space o,theDamiDami
730,2022-03-23 20:00:12+00:00,1506722501887287297,"Nne your dressing has nothing to do with this. Don’t feel guilty for someone else’s tomfoolery. What nonsense!

#HorribleBosses",nnamdikanaga
731,2022-03-23 20:00:00+00:00,1506722451832688647,If you guys won't say names then what's the point? History repeating itself #HorribleBosses https://t.co/KWbEBoh8VX,tweetkayc
732,2022-03-23 19:59:04+00:00,1506722217157181444,I like this lady. Calling the culprit’s name out with her chest. #HorribleBosses inside #Nollywood,Hayubz
733,2022-03-23 19:59:02+00:00,1506722205719314441,"I Inherited About N300M, Over N109BN In Debt From Obiano -Soludo Raises ... https://t.co/fJaZNP2FZT via @YouTube 
.
.
.
#AtikuDeclaration #QuidaxDonJazzy #HorribleBosses #UnconditionalLove27 #NoToRicketts Timi Dakolo Peter Obi Goldie Ghana DSTV",WOTV11
734,2022-03-23 19:58:45+00:00,1506722137381519364,"“I was paid N40k out of N100k commissioned for a script.” - @ezinne_akam 

#HorribleBosses inside #Nollywood",iamsasaeniyan
735,2022-03-23 19:57:46+00:00,1506721890634809347,"#HorribleBosses #Nollywood

https://t.co/YaoOndsfgY",Erastusmei2
736,2022-03-23 19:57:46+00:00,1506721887660953604,Guy @ImohUmoren they are accusing you of wanting to rape a minor and refusing to pay #HorribleBosses #Nollywood https://t.co/1SxfEN0zMV,Rashiid9
737,2022-03-23 19:57:42+00:00,1506721870929870863,"#HorribleBosses #Nollywood 
I’m completely befuddled and flabbergasted about the stories I’m hearing in this space.
How can we purge Nollywood? Because we are going nowhere like this.",obitalks
738,2022-03-23 19:57:02+00:00,1506721702276968459,#HorribleBosses: Nigerian Employees Take To Twitter To Call Out Horrible Bosses https://t.co/iQ2mNb2Otz,OnwukaEzinwanne
739,2022-03-23 19:56:36+00:00,1506721595838107648,"My heart breaks for Ezinne,🥺🥺
#HorribleBosses",Cocothe1_
740,2022-03-23 19:56:15+00:00,1506721507208278021,This lady says Umoh Imoren* tried to rape her at 16 when she was a producer’s assistant. #Nollywood #HorribleBosses,TheNaijaAnalyst
741,2022-03-23 19:55:56+00:00,1506721428254728196,"Most people think they have to DO something, then they will HAVE money and BECOME successful. 

#HorribleBosses #toxicworkplace #DSTV",EmmanuelAkpe
742,2022-03-23 19:55:55+00:00,1506721421891887113,"Omoh some men are animals🤮
#HorribleBosses",Arikeh__
743,2022-03-23 19:55:45+00:00,1506721382369005577,"😰😱
#HorribleBosses #Nollywood

https://t.co/5p9vZSWWyz",loudji22
744,2022-03-23 19:55:42+00:00,1506721366829146114,@ImohUmoren enter here ooo #HorribleBosses #Nollywood https://t.co/BIDCKkS5xb,MealdredO
745,2022-03-23 19:55:39+00:00,1506721355122761734,"#HorribleBosses #Nollywood
😳
https://t.co/8X5WTqWYXx",Proverse
746,2022-03-23 19:55:29+00:00,1506721313116803078,"Stop sending work to people after close of business or if you must send it with the excuse of you might forget before next day, make sure to state it clearly they're not required to respond till it's work time. 
#HorribleBosses 
#NoteToSelf",6barsMedia
747,2022-03-23 19:55:17+00:00,1506721263296909312,"Wait, what ?
#HorribleBosses #Nollywood

https://t.co/fE6J9puZz8",TheDreamjunkie_
748,2022-03-23 19:55:10+00:00,1506721234792460290,Jisossss! What did I just hear? #HorribleBosses #Nollywood https://t.co/9h5SRZb0Fo,Mamazeus_
749,2022-03-23 19:55:02+00:00,1506721202810888209,"Ahhhhh🙆🏾‍♀️ #HorribleBosses #Nollywood

https://t.co/w5KzqrGOXd",AnitaGladiolus
750,2022-03-23 19:54:45+00:00,1506721131037868038,"I need your opinion on this, will you take a job which requires you to report to work at 5:45am and close at 5:00pm from Tuesday to Sunday? #HorribleBosses #cocobod",Vann_eyy
751,2022-03-23 19:54:35+00:00,1506721089807949825,"“Casting needs to be reformed. How you treat people who audition for your projects needs to be reviewed.”

#HorribleBosses in #Nollywood",iamsasaeniyan
752,2022-03-23 19:53:29+00:00,1506720812627378179,Like it ain't time for #ExcellentBosses yet. Lets deal with the #HorribleBosses first bikonu 🤷🤷 https://t.co/e7RBC7WcEO,AbimbolaOladi10
753,2022-03-23 19:53:28+00:00,1506720806113628160,"They say ""To err is human  but to forgive is divine ""

Read this article from Ebun and see another side of the whole story. 
#ebun #HorribleBosses https://t.co/be1Yrp1UDk",SakiruBolade
754,2022-03-23 19:53:15+00:00,1506720753454039053,"#HorribleBosses #Nollywood

https://t.co/UiSTfKR4H0

@Edgothboy is fighting for us film critics on #HorribleBosses, I think critics need to organise a space too",mykflow
755,2022-03-23 19:52:07+00:00,1506720465737457671,"Incase you didn't know....
#HorribleBosses #Nollywood

https://t.co/6uPAybuqFE",MimiOsa_Tweets
756,2022-03-23 19:51:53+00:00,1506720408246145024,"I need your opinion on this, will you take a job which requires you to report to work at 5:45am and close at 5:00pm from Tuesday to Sunday? #HorribleBosses",Vann_eyy
757,2022-03-23 19:50:49+00:00,1506720139173105666,#HorribleBosses https://t.co/AR59uU1hT8,savageOmotayo
758,2022-03-23 19:50:35+00:00,1506720079785902099,"It is my opinion that we lose focus easily. We gently and easily digress from whatever topic is at hand. So its #HorribleBosses and some people think its the right time to ""praise"" their bosses. These little distractions are how we end up not knowing why we started it at all.",thaversifier
759,2022-03-23 19:48:50+00:00,1506719642026487812,"30k-40k ke 👀👀 
some people cannot make heaven,it's obvious #HorribleBosses",AbimbolaOladi10
760,2022-03-23 19:47:04+00:00,1506719195102433292,"#HorribleBosses #Nollywood
30-40k for scripts for webseries and hour length comedy film???
https://t.co/8X5WTqWYXx",Proverse
761,2022-03-23 19:46:47+00:00,1506719123878862848,"30-40k... Jesu!!! #HorribleBosses #Nollywood

https://t.co/bjdiJ1yiwR",Deejay_Klem
762,2022-03-23 19:46:16+00:00,1506718993725505537,"Most bosses are toxic at the work space because they were victims of toxic bosses, as much as this is not a toxicity getaway card it's really great this topic is coming up now so that we can break the chain. #HorribleBosses",6barsMedia
763,2022-03-23 19:45:06+00:00,1506718702170951680,If you are privileged go and sit in your father's house😂😂😂 #HorribleBosses,para_cetamoll
764,2022-03-23 19:44:56+00:00,1506718659275898888,"Latest Euro (Black Market) rate Buy - NGN625, Sell - NGN636. For more visit https://t.co/MWUR6OsWlt #HorribleBosses",nairaconvert
765,2022-03-23 19:43:57+00:00,1506718413531627523,"Latest Pounds (Black Market) rate Buy - NGN771, Sell - NGN766. For more visit https://t.co/MWUR6OsWlt #HorribleBosses",nairaconvert
766,2022-03-23 19:43:39+00:00,1506718338311155712,"how Turn your phone into surveillance camera : Read more: https://t.co/bbHqGqFKhb
#HorribleBosses #Nollywood

https://t.co/kWf1rTvYLA",kofibizzle
767,2022-03-23 19:43:06+00:00,1506718197625536520,"Latest Dollar (Black Market) rate Buy - NGN578, Sell - NGN588. For more visit https://t.co/MWUR6OsWlt #HorribleBosses",nairaconvert
768,2022-03-23 19:42:57+00:00,1506718159348379654,"The babe is not breaking please. The other guy is the only one that has problem hearing her. Abeg, let’s hear word 😭 #HorribleBosses Nollywood",WumiTuase
769,2022-03-23 19:42:43+00:00,1506718102133919757,And we talk about the power to negotiate your contracts….. how many times and how many people are engaged via a process that allows for a negotiation???? Make we dey talk truth sometimes o! #HorribleBosses #Nollywood https://t.co/mgObIIWZb5,SargeMix
770,2022-03-23 19:41:36+00:00,1506717821027426317,@AbeatsGame #HorribleBosses https://t.co/CEqwiG8VqA,ali59247828
771,2022-03-23 19:41:00+00:00,1506717669273309185,"After all is said and done, I will always admire you guys. Your jobs are not easy at all.There will always be Horrible bosses. But I pray the good bosses will always outnumber the horrible ones #HorribleBosses #Nollywood https://t.co/MapEWg1Uur",Adebayoyinkz
772,2022-03-23 19:40:47+00:00,1506717615263256581,"“Extras are treated terribly on set.” - @the_jerrymanuel 

#HorribleBosses in #Nollywood",iamsasaeniyan
773,2022-03-23 19:39:12+00:00,1506717216288669697,"#HorribleBosses #Nollywood

https://t.co/2Q9UrknFgj",susankamene89
774,2022-03-23 19:38:37+00:00,1506717071006220289,"Ahhhhh!
O wrong nau! 

#HorribleBosses https://t.co/3EJ1uTAprD",Shockng
775,2022-03-23 19:38:17+00:00,1506716984247189504,"If you're going to apologize for toxic work behavior, just apologize and don't justify toxicity #HorribleBosses",6barsMedia
776,2022-03-23 19:38:16+00:00,1506716982065999889,"There’s a certain kind of cheating you will cheat me these days, we will meet at the Beach with our bells and white cloth. #HorribleBosses",Achalugo
777,2022-03-23 19:38:12+00:00,1506716965934702597,"""A movie I wrote is now in the cinema, and I wasn't paid for it.""

#Nollywood #HorribleBosses",molarawood
778,2022-03-23 19:37:48+00:00,1506716862343790600,Please tell us the movie #HorribleBosses,dashy_gal
779,2022-03-23 19:37:03+00:00,1506716673918881794,"Providing lunch /food in general is not even necessary at a work place to be very honest, pay your staff well enough to afford food. #HorribleBosses",6barsMedia
780,2022-03-23 19:36:34+00:00,1506716554020458514,"From my day 1 on set, everyone knew 'this one no normal ooo'. Started as a trainee. At some point the DOP had to call me into his room before others that I should tell him if I was a cultist. 🤣🤣🤣🤣 #HorribleBosses #Nollywood",thebardogbamola
781,2022-03-23 19:35:36+00:00,1506716310092275724,#HorribleBosses https://t.co/P3L6IUV8Zj,thetonera
782,2022-03-23 19:34:34+00:00,1506716052092334086,Allegations of Jim Iyke bullying crew members on set during movie shoot in Enugu. #HorribleBosses  in #Nollywood,iamsasaeniyan
783,2022-03-23 19:33:34+00:00,1506715796705320960,Calling out Jim Iyke is like calling out Buhari: their wickedness dey show for face. #HorribleBosses #Nollywood,fatbellychi
784,2022-03-23 19:32:49+00:00,1506715609433739265,"""Those late emails that came in odd hours were because I myself had no balance in my life — only work."" -- Ebun

That's something a lot of us struggle with -- finding the balance.

#HorribleBosses",TomisinAmokeoja
785,2022-03-23 19:32:19+00:00,1506715483499896844,The remainder #HorribleBosses @UBAGroup please kindly look into this working conditions. I know u have a large staff liability but please do. Thank you. https://t.co/np3XYReWwH,papa_whales
786,2022-03-23 19:31:43+00:00,1506715331448000532,"We need to do better to be honest. 
We tolerate a lot of rubbish and that’s what keeps the cycle moving. 
#HorribleBosses",amahle_lethaabo
787,2022-03-23 19:31:25+00:00,1506715257330405389,"I’m sorry, but working doesn’t mean you can’t have fun. It actually helps with morale. Let those who want to crack jokes, crack their jokes as long as they’re doing the work. There has to be a balance. #HorribleBosses #Nollywood",Dera__C
788,2022-03-23 19:31:24+00:00,1506715252636987395,#HorribleBosses Nollywood 🤷🏾‍♀️ https://t.co/4waLh2uCb3,WumiTuase
789,2022-03-23 19:31:14+00:00,1506715209771143184,How do unemployed people get money to buy data ? #wizkid #HorribleBosses #AshewoSpace,_iamhorlar
790,2022-03-23 19:31:10+00:00,1506715193048551425,#HorribleBosses @UBAGroup you’re my commercial bank and also a top 5 bank. I believe u shouldn’t trend on this but the working conditions of some of your contract staff seems alarming. Kindly look into it https://t.co/7UOW2aaz8c,papa_whales
791,2022-03-23 19:30:52+00:00,1506715118440173577,Waiting for #Horriblebosses #Musicindustry version 🤣🤣🤣🤣 https://t.co/kRpW13921Z,eji12061671
792,2022-03-23 19:30:47+00:00,1506715097967833088,"""You keep people on set till 5AM, then when it's over you get in your car and zoom off"" - not caring anything for the welfare of the crew. 
#Nollywood #HorribleBosses",molarawood
793,2022-03-23 19:30:44+00:00,1506715086559318021,Sylvia we don’t know you sha so you are an upcoming too dear #HorribleBosses,YettyJohnson
794,2022-03-23 19:30:32+00:00,1506715034763743233,"""I have some work to do here and there is a lot of room for growth. It will be a lie if I say this is a switch I can make overnight..."" -- Ebun 

#HorribleBosses",TomisinAmokeoja
795,2022-03-23 19:30:30+00:00,1506715028963180555,Nice one Sylvia  #HorribleBosses #Nollywood https://t.co/1SxfEN0zMV,Rashiid9
796,2022-03-23 19:29:57+00:00,1506714886516183050,"“I didn’t get any credit when I worked on Assistant Madams” - @Sylviaoluchy 

#HorribleBosses in #Nollywood",iamsasaeniyan
797,2022-03-23 19:29:17+00:00,1506714721646436353,@Omonioboli they have called your name oh  #HorribleBosses #Nollywood https://t.co/1SxfEN0zMV,Rashiid9
798,2022-03-23 19:28:59+00:00,1506714647117893659,Sex for roles? Too soon? Are we ever going to address that? #HorribleBosses part 3?,iamchrisokonkwo
799,2022-03-23 19:28:34+00:00,1506714540062519302,#HorribleBosses https://t.co/eF0Yo7Vv1w,DELROYNORMAN
800,2022-03-23 19:28:29+00:00,1506714521171374086,"Go to the bank and leave entertainment na
Shey Film Set na Banking Hall ni 😂
#HorribleBosses",mecksberry
801,2022-03-23 19:27:57+00:00,1506714385816903681,With all due respect Sylvia you are acting like a diva girl bye #HorribleBosses,YettyJohnson
802,2022-03-23 19:27:28+00:00,1506714263120977922,"This trend is merd... Y'all dey endure cos I can't 

#HorribleBosses",whizphotography
803,2022-03-23 19:27:08+00:00,1506714179843067914,#HorribleBosses #Nollywood https://t.co/LbEZFT1FaS,iamsasaeniyan
804,2022-03-23 19:26:21+00:00,1506713980768862212,"“Actors talk down on crew members, and belittle them.” -@NGeeNius 

#HorribleBosses in #Nollywood",iamsasaeniyan
805,2022-03-23 19:26:17+00:00,1506713967686787075,"Some of you ranting over #HorribleBosses won't let your maids breathe same air you breathe if you could but here you are...

Remember, charity begins at home.",Zedd_AG
806,2022-03-23 19:24:05+00:00,1506713413497589764,#HorribleBosses part 2,iamchrisokonkwo
807,2022-03-23 19:23:34+00:00,1506713281943248898,That @ibayoomisore guy is a Big Fool … just came here to speak just pure trash …. Very very wrong … privileged people will never understand the suffering of the common dudes … at least be empathetic and shut up #HorribleBosses,bejide__
808,2022-03-23 19:23:14+00:00,1506713199118196736,"If Ebun is sincere with his letter, I wish him all the very best. We shouldn't throw away the baby with the bath water. #HorribleBosses",TomisinAmokeoja
809,2022-03-23 19:21:41+00:00,1506712806753767424,"@Oluwake65023843 @UNIONBANK_NG It's a pity that so many good and intelligent guys resigned from UBN Telesales unit due to the way ENIOLA SIDIKAT use to talk to them without manner, I could remember that there was a day she called her subordinates ''Awon Omo Ale'' meaning BASTARD. #HorribleBosses",steven_bamiduro
810,2022-03-23 19:20:08+00:00,1506712418096930819,"This guy is about to make me tear up. 

""Na our own people dey sell us out.""

""I am leaving, me I am leaving.""

#HorribleBosses #Nollywood",molarawood
811,2022-03-23 19:19:48+00:00,1506712335146229775,Me sef i am leaving... #HorribleBosses Omeire,ayomydex7
812,2022-03-23 19:18:59+00:00,1506712128484519942,"#HorribleBosses #Nollywood

https://t.co/A6iEWwz6bv",devchampraise
813,2022-03-23 19:17:57+00:00,1506711869117063176,"""We worked on over seven projects, and none of those projects has seen the light of day ""

#HorribleBosses #Nollywood",molarawood
814,2022-03-23 19:17:03+00:00,1506711644101038097,#HorribleBosses #Nollywood https://t.co/oCYDWRLt6w,TheKevinAsaju
815,2022-03-23 19:16:37+00:00,1506711532117405698,"Treat everyone like human beings!!! 

#HorribleBosses",DELROYNORMAN
816,2022-03-23 19:16:31+00:00,1506711507702329351,"Me wey Executive Producer punch for set! Untop hin own fcuk up o! And that's me o! 😂😂
#HorribleBosses",filmboy01
817,2022-03-23 19:16:10+00:00,1506711421492600835,"""How do you explain that you were away for 3 months and came back with nothing, at Christmas. We had contracts but those contracts were not respected.""

They were let go by WhatsApp group. #HorribleBosses https://t.co/6w7UpFkG24",molarawood
818,2022-03-23 19:14:56+00:00,1506711109864206336,You shouldn’t be scared of anyone. You are giving your time &amp; knowledge wth is really going on  #HorribleBosses,itsmssabz
819,2022-03-23 19:14:28+00:00,1506710993988202503,"Do you have a celebrant in April up until July??
Looking for something affordable yet beautiful?

We have this offer for you

#QuidaxDonJazzy #HorribleBosses #UnconditionalLove #AtikuDeclaration #TimiDakolo #greshadeluxe https://t.co/1A2grXwzYo",greshadeluxe
820,2022-03-23 19:14:08+00:00,1506710909770735621,"Hero Worshipping has a part in the #HorribleBosses  in #Nollywood 
You finding out the star you so love is way worse on set, in person dashes morale for new workers. It also leaves you mute cos you don't want to be the 1st, especially if you want to progress in the industry.",Dave_Lummy5
821,2022-03-23 19:14:00+00:00,1506710873464844288,"""We were worked like horses.""
- Okechukwu Omeire.

#HorribleBosses #Nollywood",molarawood
822,2022-03-23 19:13:21+00:00,1506710711266955282,@SargeMix I remember!!! I remember!!! Rubbish people! #HorribleBosses,DELROYNORMAN
823,2022-03-23 19:12:38+00:00,1506710532405051392,"Na wa o comrades😂..

Daredevil armed robbers who robbed passengers travelling to Kumasi, Ghana, have told victims to go and make more money as they will stage another attack soon...

(Kindly follow us for daily news, gist and updates)

#gistlover #GhanaVsNaija #HorribleBosses https://t.co/b0rxbQZjFi",ComradeGist
824,2022-03-23 19:11:51+00:00,1506710333720875019,"That Bayo Omisore is very vile! Eww!
Victim blaming? Really?!!! 
Those are the very people that space was opened to address. 
#HorribleBosses #Nollywood",the_jerrymanuel
825,2022-03-23 19:11:45+00:00,1506710308987023370,So if egg is sold at N50 and you the seller decided to sell it for N500 bcos i don't know how much it is but I have the money...so to you that's business?! Kitikpa racha gi onu #HorribleBosses,tweetkayc
826,2022-03-23 19:11:41+00:00,1506710293317046282,#Ashake. ! #QuidaxDonJazzy #AtikuDeclaration #Ashake #Burnaboy #Nancy #HorribleBosses Kiki,slimkidlfc
827,2022-03-23 19:11:39+00:00,1506710284534177805,"Yup, got no empathy, then shush @eboigbeanita 👏🏾👏🏾👏🏾👏🏾
#HorribleBosses #Nollywood

https://t.co/2vRTQVnUWs",0luwapemi
828,2022-03-23 19:11:25+00:00,1506710226069766156,"Wow. Things are happening in Nollywood. People are suffering and acting movies. 😢😢😢😢

#HorribleBosses #Nollywood

https://t.co/JtVqndjlRH",omote_jowho
829,2022-03-23 19:10:48+00:00,1506710069597061137,"Lol. Someone is saying that getting exploited is just life and victim blaming and they gave him shit up. Negl Oko mi le. Some of you don't have any empathy and your privilege is showing!!! #HorribleBosses #Nollywood

https://t.co/N8VoUgAjM3",DAMILOLANI
830,2022-03-23 19:10:13+00:00,1506709922590904332,"No wonder there are very few Behind The Scenes released to the public. #HorribleBosses
#Nollywood",Dave_Lummy5
831,2022-03-23 19:09:55+00:00,1506709846770421760,Not all artists have access to attorneys. Some artists are hungry. Predatory employers underpaying people in Nollywood and you’re chatting it’s the artists fault because they no do research???? Your head no dey correct. #HorribleBosses,myloveisaverb
832,2022-03-23 19:09:53+00:00,1506709838373523463,"Wow, just wow!

#HorribleBosses #Nollywood

https://t.co/MtgBBNS4y6",arowolo_fatai
833,2022-03-23 19:09:52+00:00,1506709835693400073,They told Bayo you’re talking in the rubbish... loveet 🤣🤣😝 #HorribleBosses,ARTBXTVH
834,2022-03-23 19:09:36+00:00,1506709768416681989,Bento suspends co- founder Ebun over toxic workplace culture #HorribleBosses #bento https://t.co/CDsz8Dxl3M,yemi4tweet
835,2022-03-23 19:09:32+00:00,1506709751563960323,What rubbish!! Bayo should comot #HorribleBosses,fatbellychi
836,2022-03-23 19:09:03+00:00,1506709629065121808,Good now bye😁 #HorribleBosses,DELROYNORMAN
837,2022-03-23 19:08:55+00:00,1506709595577847812,"I think we should let the actual #Nollywood practitioners speak. It's not regular timeline convo.
 #HorribleBosses",molarawood
838,2022-03-23 19:08:44+00:00,1506709548714893331,To be honest this uncle Bayo doesn’t have sense #HorribleBosses,FMJPLACE
839,2022-03-23 19:08:41+00:00,1506709537193172999,"A serial fraudster who has been conning innocent Kenyans and foreigners by posing as a government procurement officer, has been arrested by detectives from the Directorate of Criminal Investigations (DCI). 🚶🏻‍♂️🚶🏻‍♂️.

#gistlover #news #AshewoSpace #HorribleBosses https://t.co/KNsKnDOPqX",ComradeGist
840,2022-03-23 19:08:12+00:00,1506709414690140165,"So should it be condoned? Its not fair maybe????? Nawa oh #HorribleBosses #Nollywood

https://t.co/UePQVbyYec",lesh_mwa
841,2022-03-23 19:07:56+00:00,1506709347077926914,🙄🙄🙄🙄🙄 #HorribleBosses https://t.co/DZEWb5b25G,DELROYNORMAN
842,2022-03-23 19:07:00+00:00,1506709113346134022,Please who’s this Bayo talking rubbish #HorribleBosses,FMJPLACE
843,2022-03-23 19:06:50+00:00,1506709070518104074,Bayo said exploiters are business men. Lmaooo fuck this #HorribleBosses,fatbellychi
844,2022-03-23 19:06:38+00:00,1506709019133681670,#HorribleBosses https://t.co/jQ4Le6EH9s,DELROYNORMAN
845,2022-03-23 19:06:24+00:00,1506708963894579202,"Such a horrible take abeg.
When the budget is 20 million and you offer a creative 5000, how is this okay?

#HorribleBosses #Nollywood

https://t.co/w5KzqrYpOL",AnitaGladiolus
846,2022-03-23 19:06:09+00:00,1506708900057333761,What is this one saying....business ni business ko #HorribleBosses 😒😒😒😒,tweetkayc
847,2022-03-23 19:06:05+00:00,1506708880801386497,Abegghgh remove Bayo #HorribleBosses,fatbellychi
848,2022-03-23 19:05:45+00:00,1506708798370627594,Hmmmm 🙄🙄🙄😒😒😒 #HorribleBosses,DELROYNORMAN
849,2022-03-23 19:05:42+00:00,1506708784223293450,"#HorribleBosses
Everyone on Twitter now has a horrible boss https://t.co/omaHzyIoS3",md_oyereyi
850,2022-03-23 19:05:41+00:00,1506708779739619342,Lol what is this guys saying ??  #HorribleBosses #Nollywood https://t.co/sqxhCakK0I,blaqboi_vic
851,2022-03-23 19:05:08+00:00,1506708645106655235,"Join Mercy Agbo On #TheBreakfast TOMORROW as she speaks on ‘#HorribleBosses: The Employee’s Right’ 

Follow us on youtube 'PlusTvAfrica' &amp; 'PlusTvAfrica Lifestyle' for more.
.

#PlusTvAfrica #work #employer #employee #employment #toxicenvironment #boss https://t.co/ddMo3wtwxl",PlusTVAfrica
852,2022-03-23 19:05:01+00:00,1506708614463082503,"Let them call them out!!! Let people talk abeg!

#HorribleBosses #Nollywood

https://t.co/bi5BXpiA6T",Ladykhair1
853,2022-03-23 19:04:18+00:00,1506708431587225609,"Mo Abudu's name has come up couple of times.
#HorribleBosses #Nollywood https://t.co/zo5e7zZ1cP",Sharon_Ogunleye
854,2022-03-23 19:04:00+00:00,1506708358228815874,"What will now happen to me that put mo abudu as role model in final year yearbook profile 😂
 #HorribleBosses #Nollywood

https://t.co/fE6J9puZz8",TheDreamjunkie_
855,2022-03-23 19:03:33+00:00,1506708243498024960,"Calling out:

""The hypocrisy about 'Women Supporting Women'"" 

#HorribleBosses #Nollywood",molarawood
856,2022-03-23 19:03:19+00:00,1506708187151585290,"Abeg dey speak up. This anonymous DMs is looking like a witch hunt. Nobody will kill you. 
#HorribleBosses #Nollywood

https://t.co/bJ6VS6NgFw",KehindeShoots
857,2022-03-23 19:03:11+00:00,1506708153207070721,"They're dragging your fav o😭

#HorribleBosses #Nollywood

https://t.co/bi5BXpiA6T",Ladykhair1
858,2022-03-23 19:03:02+00:00,1506708116439810063,"I'm sorry?? Sewage water??
#HorribleBosses #Nollywood",franklinAmaraa
859,2022-03-23 19:03:02+00:00,1506708114988486666,Get it for 40k now! #AshewoSpace #careeradvice #HorribleBosses https://t.co/Np3vpvM5ko,dessysly
860,2022-03-23 19:02:50+00:00,1506708065306959887,"#HorribleBosses #Nollywood

https://t.co/guGvT4oKQx",Mzlianne
861,2022-03-23 19:02:47+00:00,1506708051008663559,"Mo abudu call out is not today,shocked people are yet to put her in her place. #HorribleBosses",devikaokuns
862,2022-03-23 19:02:37+00:00,1506708010349084693,"Mo Abudu again? Lol💀#HorribleBosses #Nollywood

https://t.co/bi5BXpiA6T",Ladykhair1
863,2022-03-23 19:02:26+00:00,1506707964345917442,"Bathing with sewage water?

Hei!!!!!!!!!!! 

#HorribleBosses #Nollywood

https://t.co/IbvLAgvvPE",J_Chiemeke
864,2022-03-23 19:02:10+00:00,1506707895567765509,Why is everyone calling out Mo Abudu on that space?? #HorribleBosses,Axeurdaddy
865,2022-03-23 19:00:30+00:00,1506707475352932360,Imagine someone else work and another person they get nomination 🙄. Who sent in the list oshi #HorribleBosses,devikaokuns
866,2022-03-23 19:00:28+00:00,1506707469933887495,Teach others what you are leaning. You become what you teach. You teach what you are. #teaching #education #daily #AtikuDeclaration #HorribleBosses #Peterobi #MrMacaroni #time #Nigeria https://t.co/MVyvQjV3XJ,ojimasoul
867,2022-03-23 18:59:54+00:00,1506707326992015370,Is Nollywood #HorribleBosses going to have more parts than Ultimate Power?,irokocritic
868,2022-03-23 18:59:02+00:00,1506707108691165185,@Shikoohz Wanted you to listen in on #HorribleBosses space but just read the tag 😬,modernemeid
869,2022-03-23 18:58:56+00:00,1506707083772715019,"If you run a business, you can get points from todays space on how to run your business and put things in place #HorribleBosses",devikaokuns
870,2022-03-23 18:58:54+00:00,1506707074037821448,"""If you see where fellow writers are not getting paid their due, please 'join mouth' and speak up. Fight for yourself, fight for others.""

#HorribleBosses",molarawood
871,2022-03-23 18:58:51+00:00,1506707060402135046,"The best thing that could come out from the currently trending #HorribleBosses saga is for employees to learn how to be better future bosses themselves, not repeating the errors of those being criticized today. Stories abound indeed but do better when you’re there too.

#BeBetter https://t.co/ws7i22SYaL",Pnooell
872,2022-03-23 18:58:40+00:00,1506707015275622411,"@Moskeda_Pages says fight and speak up for each other. No dey dey do ""OYO"". The wickedness you overlook will come back to haunt you too o. Thank you Nne.😘😘😘😘
#HorribleBosses #Nollywood

https://t.co/bJ6VS6NgFw",KehindeShoots
873,2022-03-23 18:58:31+00:00,1506706978013433861,"I think it's only right to say it must be GREED that's causing all these in the industry. It just might be one big why we're not moving forward. Wrong!!!
#HorribleBosses #Nollywood",harchychy
874,2022-03-23 18:57:58+00:00,1506706840859643917,"Discount ends this Friday! Don’t miss it. Affiliate marketing is a great life changing opportunity financially, students grab this. Now 40k instead of 60k. #HorribleBosses #Ukraine #AshewoSpace https://t.co/cc3xsGwgPD",dessysly
875,2022-03-23 18:57:41+00:00,1506706767589302280,"LUCKY FOOTBALL will have 2 plans per day with fixed 5% profit for all members. Members need to follow the right plan to limit risks and be financially secure. 
  #Ashake. ! #QuidaxDonJazzy #AtikuDeclaration #Ashake #Burnaboy #Nancy #HorribleBosses Kiki",slimkidlfc
